instagram_comments,offensive,offensiveness_levels,antisemitism,apology_for_the_dictatorship,fatphobia,homophobia,partyism,racism,religious_intolerance,sexism,xenophobia,offensive_&_non-hate_speech,non-offensive,specialist_1_hate_speech,specialist_2_hate_speech,specialist_3_hate_speech
"E os votos dos Conselhos, perderam tb??? 🇧🇷🇧🇷🇧🇷",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Isso é o primeiro passo pra censurar as redes sociais.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tá difícil viver nesse país,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Não tô entendendo mais nada!😠,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Quem não deve não teme!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Vou ser presa ,com certeza.😳😳",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Peço a Deus que nossos dirigentes tenham realmente iluminação para tomar decisões certas mas em tempo certo! Deus abençõe o Presidente e está Nação!! Fica na paz.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
E quem que vai provar que é fake news? Aposto que eles mesmo ...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
A inversão de valores não pára.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
O gilmar mendes a folha de sao paulo a globo.vão decicidir o que é fake news,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Estamos perdidos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
E a Previdência minguem fala mais nada !!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Como? Não pode agora fazer mais nada?🇧🇷💚💛,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Brasil sem esperança!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Relacha, tudo que um vil faz se volta contra ele, observe.🙄",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Uma lição de como se deve respeitar o meio ambiente,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu Deus!!! enquanto Greta falava meus olhos foram enxendo d'agua,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Linda ...amada 💗,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tem mais maturidade que muitos presidentes!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Manu é simplesmente um ícone globalista, investe em cada nova manifestação internacional com a empolgação de uma jovem militante, apesar de já fazer parte daquilo que, no passado, dizia estar disposta a combater. Só não vê quem não quer.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Greta! ♥️,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
A ONU vê esse discurso e faz o que pra mudar essa realidade?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
E aí você descobre que uma adolescente de 16 anos tem um discurso mais maduro intelectualmente e contributivo para o mundo do que o presidente do seu país.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Dando o exemplo, pra quem devia ser o exemplo",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Já era só falta Deus Apertar Reset novamente por que esse mundo aonde existe políticos não dá certo.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que jovem forte e linda!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Essa menina sozinha ta fazendo mais que uma nação. 👏👏👏👏❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Quando uma adolescente de 16 anos faz um discurso mais lúcido e útil do que um presidente.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
😂 pra mim não precisa disso,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
discurso muito .mas ela se esquece que tem muita gente empenhado em salvar o planeta viu greta,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"A Greta Thumberg essa menina é a reencarnação do bem, em pessoa...a luz e a força dela a gente só viu em Jesus, Gandhi..Mandela..L King👏👏👏👏🙌🤔",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
há esperança 👏👏😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Essa sabe o que quer, representa a todos nós.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Lindo discurso!Pena que a maioria não se sensabilize!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
é importante nos tornarmos progressistas e largarmos de lado esse neoliberaliamo rentista que enriquece banqueiros dos ultimos 17 anos.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
É isso aí minha jovem. É luta,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
💖🇧🇷📢🚩Parabens!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"É realmente um ser iluminado ! Muito, mais muitos anos luz a nossa frente !",False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Ela está fazendo história! Que orgulho!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Emocionante! É hora de nos voltarmos ao essencial! Estamos cansados de gente que não nos representa! #nãoexisteplanetaB,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Não existe agropecuária que seja boa pro meio ambiente, pros animais e pros seres humanos. O que ninguém fala é sobre como a Greta se alimenta, e a razão disso.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Emocionante chamado à razão de nossa iludida e cìnica sociedade capitalista.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Isso não soou genuíno...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
👏👏A saúde do planeta é urgente!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Parabéns para essa menina linda👏👏👏👏 tudo o que ela disse é verdade. Infelizmente é tudo por dinheiro, o maldito dinheiro. O desrespeito com a natureza, seus ecossistemas, tá na hora de cuidarmos e protejer a mãe terra!!!! Acordem, não vamos comer dinheiro, é preciso preservar a nossa Amazônia, nossos índios, nossos animais inocentes!!!! Dinheiro não é tudoooooo.😭😭😭😭",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Lute como Greta Thunberg 💪🏼,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Impactante,emocionante, um tapa na cara da nossa COVARDIA!!!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Linda,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Linda demais . Me representa,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Dilma já havia falado do problema crescimento econômico eterno.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"E nós que podemos ter perdido uma Greta Thunberg cruelmente assasinada por #witizelassassino #witizelgenocida. Ághata nossa Menina Maravilha tinha apenas 8 anos seu discurso era apenas a boneca Mônica, mas quem poderá afirmar ao contrário que aos 16 anos trocaria Mônica pela bandeira de um mundo mais justo e sustentável.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Olha esse discurso, amor @andreluizm",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Mto impactante e emocionante.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Conto de fadas sobre crescimento econômico eterno... excelente resumo. Tb ouvi isso na minha infância! Chega de falar de dinheiro, falemos de vidas!🌟",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
👏👏👏👏👏👏 Emocionante! Que luz! Tks! ❤️🙌❤️🙌❤️🙌,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Com o PT de volta ao poder tudo se resolve, o clima a economia a Amazônia ... volta Lula 🦑 @appmarco 👍🏻🇻🇪",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
😢 A gente chora junto.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Top demais..👏👏👏👏 vivemos realmente um colapso..,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏Emocionante!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@ericac_blanco ela é muito forte,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Grande Greta! ❤️🌹,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que consciência tem essa garota!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Que as palavras emocionadas dessa criança gigante possam, de fato, tocar as cosciências desses líderes de corações endurecidos pelo egoismo. 🙏",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que menina me emociono com uma jovem tão nobre e me encho de esperança ao saber que a eterna luta do bem continuará,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Discurso perfeito e emocionante,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"nossa me arrepiei, tomara q existam mais Gretas no mundo",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Me arrepiei com esse discurso😯,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Verdade!👏👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Maravilhosa Greta!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Demais! Quem dera, uma infância já com essa consciência! Será que ainda dará tempo?",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
